1977 5 11 131 2 41 57 -43.150000 171.980000 33.000000 5.166732
1977 5 11 131 3 22 25 2.000000 126.880000 77.000000 5.241738
1977 5 12 132 8 9 52 13.030000 121.710000 33.000000 5.589044
1977 5 12 132 11 17 53 39.270000 117.710000 22.000000 5.752851
1977 5 12 132 12 20 0 21.750000 92.990000 40.000000 5.934049
1977 5 12 132 14 0 57 16.000000 121.150000 16.000000 5.779451
1977 5 12 132 21 37 33 50.160000 154.990000 126.000000 5.377579
1977 5 13 133 11 13 31 28.420000 139.500000 430.000000 6.460220
1977 5 14 134 6 4 39 1.490000 -85.270000 33.000000 5.942684
1977 5 15 135 15 50 47 52.450000 -168.030000 33.000000 5.343951
1977 5 15 135 23 12 53 -19.130000 -177.670000 499.000000 5.584194
1977 5 19 139 17 2 53 -60.350000 -26.560000 33.000000 5.352568
1977 5 20 140 21 4 58 -23.870000 -176.560000 48.000000 5.327336
1977 5 20 140 22 51 13 -4.440000 101.980000 37.000000 5.599436
1977 5 20 140 23 56 27 -10.220000 160.610000 33.000000 5.646444
1977 5 21 141 5 35 22 15.700000 120.820000 189.000000 6.124022
1977 5 21 141 13 40 55 27.580000 140.000000 340.000000 5.173275
1977 5 22 142 23 27 3 -19.520000 -177.250000 350.000000 5.684809
1977 5 23 143 17 7 42 -47.870000 99.420000 33.000000 5.295482
1977 5 23 143 21 55 54 0.670000 98.680000 40.000000 5.511152
1977 5 24 144 7 46 13 25.470000 142.510000 9.000000 5.352132
1977 5 24 144 10 23 23 18.810000 145.350000 207.000000 6.326221
1977 5 25 145 12 10 1 -17.860000 -178.620000 578.000000 5.753396
1977 5 25 145 14 55 45 4.240000 95.770000 56.000000 6.348699
1977 5 26 146 1 35 13 38.930000 44.380000 37.000000 5.643271
1977 5 28 148 5 51 48 -1.730000 120.520000 54.000000 6.114781
1977 5 28 148 15 10 13 -64.940000 175.690000 33.000000 5.682729
1977 5 29 149 2 22 3 23.370000 64.550000 33.000000 5.139880
1977 5 29 149 3 20 28 -34.690000 -179.050000 33.000000 5.289589
1977 5 30 150 15 16 1 52.430000 -169.710000 33.000000 6.287560
1977 5 31 151 14 47 59 -11.810000 166.510000 138.000000 5.647232
1977 6 1 152 12 54 49 36.240000 31.340000 67.000000 5.624319
1977 6 3 154 1 5 23 39.870000 71.790000 24.000000 5.275733
1977 6 3 154 2 31 4 36.440000 70.760000 210.000000 6.060173
1977 6 3 154 14 33 7 -18.940000 -177.630000 573.000000 5.350383
1977 6 3 154 15 17 25 -14.150000 166.560000 38.000000 5.672096
1977 6 5 156 2 46 5 -23.870000 -70.160000 32.000000 5.874941
1977 6 5 156 4 45 7 32.640000 48.090000 40.000000 6.063554
1977 6 5 156 8 25 30 32.560000 48.160000 33.000000 5.343726
1977 6 6 157 6 38 46 19.390000 -69.480000 49.000000 5.343726
1977 6 6 157 12 46 11 -19.240000 -175.640000 253.000000 5.404265
1977 6 8 159 13 25 15 -22.060000 -67.260000 144.000000 5.644862
1977 6 8 159 14 25 46 38.540000 141.490000 78.000000 5.784392
1977 6 8 159 21 18 3 -5.880000 113.080000 636.000000 5.641671
1977 6 10 161 2 35 14 -3.100000 101.490000 33.000000 5.559713
1977 6 13 164 10 8 48 -18.530000 -174.060000 41.000000 5.725365
1977 6 13 164 11 47 41 13.310000 124.650000 35.000000 5.932878
1977 6 14 165 21 39 35 -14.120000 -14.430000 33.000000 5.809706
1977 6 17 168 2 29 9 -19.880000 -179.100000 690.000000 6.184045
1977 6 17 168 14 45 9 19.040000 145.690000 108.000000 5.305386
1977 6 18 169 16 49 40 -20.890000 -68.450000 131.000000 5.807905
1977 6 18 169 22 10 49 -9.770000 159.670000 11.000000 6.072747
1977 6 19 170 7 32 13 4.650000 124.930000 271.000000 5.901296
1977 6 19 170 11 47 23 47.150000 151.090000 149.000000 5.808357
1977 6 22 173 12 8 33 -22.880000 -175.900000 65.000000 8.032010
1977 6 24 175 0 30 20 -22.890000 -175.940000 33.000000 5.726564
1977 6 24 175 16 20 30 -2.270000 100.830000 53.000000 5.093200
1977 6 25 176 6 39 18 -4.600000 102.230000 47.000000 5.193197
1977 6 25 176 15 24 42 -21.320000 -179.240000 633.000000 5.508623
1977 6 26 177 5 59 21 -22.700000 -175.470000 51.000000 5.332281
1977 6 28 179 7 12 49 38.630000 14.710000 261.000000 5.275165
1977 6 28 179 15 38 37 22.560000 -45.120000 33.000000 5.672096
1977 6 28 179 16 18 15 22.650000 -45.140000 33.000000 5.789250
1977 6 28 179 19 18 35 22.620000 -45.110000 33.000000 5.914407
1977 6 29 180 7 24 24 -7.600000 127.650000 58.000000 6.167569
1977 6 30 181 2 46 3 -19.400000 -69.530000 106.000000 5.694325
1977 7 2 183 0 55 9 -9.950000 160.540000 16.000000 6.101982
1977 7 2 183 5 9 5 -25.870000 -70.790000 32.000000 5.621753
1977 7 3 184 14 39 14 1.440000 126.440000 51.000000 6.268874
1977 7 4 185 8 32 21 -52.940000 -118.510000 33.000000 5.476420
1977 7 6 187 4 42 23 5.280000 -82.650000 33.000000 5.896346
1977 7 6 187 11 28 31 -21.070000 -178.570000 594.000000 6.182811
1977 7 8 189 6 23 2 10.940000 39.630000 38.000000 5.325190
1977 7 8 189 8 48 4 -5.810000 154.580000 127.000000 5.518608
1977 7 9 190 16 44 9 -22.460000 -175.100000 33.000000 5.215354
1977 7 10 191 0 15 58 -37.930000 49.680000 33.000000 5.275733
1977 7 10 191 1 42 36 -56.120000 -27.560000 122.000000 6.033878
1977 7 10 191 2 37 14 -19.130000 168.410000 12.000000 5.775941
1977 7 10 191 4 20 25 -21.820000 -179.290000 582.000000 5.738287
1977 7 10 191 5 11 40 -21.920000 -179.250000 607.000000 5.819851
1977 7 10 191 19 49 45 -6.300000 131.050000 33.000000 5.451228
1977 7 11 192 9 38 32 51.410000 176.310000 13.000000 5.379569
1977 7 11 192 22 39 52 0.510000 134.960000 33.000000 5.495638
1977 7 13 194 8 9 15 29.880000 67.450000 10.000000 5.532968
1977 7 14 195 5 49 8 40.320000 63.680000 33.000000 5.332281
1977 7 15 196 2 12 54 24.050000 122.210000 33.000000 5.825431
1977 7 15 196 4 46 8 -29.390000 -112.300000 33.000000 5.724161
1977 7 17 198 10 26 19 -62.890000 168.220000 33.000000 5.379569
1977 7 18 199 14 22 52 35.530000 70.310000 69.000000 5.081780
1977 7 20 201 13 24 25 54.610000 -161.600000 53.000000 5.253927
1977 7 21 202 2 11 28 -5.850000 147.570000 107.000000 5.460372
1977 7 21 202 11 53 22 -53.860000 158.600000 33.000000 6.865131
1977 7 21 202 13 45 54 16.880000 122.360000 33.000000 6.848237
1977 7 22 203 17 16 40 -33.800000 -179.720000 31.000000 6.061680
1977 7 23 204 6 57 3 42.200000 83.390000 33.000000 5.402438
1977 7 24 205 6 22 51 -15.340000 -173.150000 33.000000 6.367602
1977 7 24 205 19 55 36 19.500000 144.720000 409.000000 5.896346
1977 7 27 208 17 17 5 21.650000 142.950000 302.000000 5.041371
1977 7 28 209 1 47 32 -1.150000 -14.040000 33.000000 5.889953
1977 7 28 209 15 22 18 44.240000 -128.970000 15.000000 5.750657
1977 7 29 210 9 14 8 38.190000 75.170000 102.000000 5.162985
1977 7 29 210 11 15 45 -8.030000 155.540000 33.000000 7.137602
1977 8 1 213 13 32 48 -20.490000 169.620000 108.000000 5.687560
1977 8 1 213 19 11 57 -20.040000 -178.210000 599.000000 5.264741
1977 8 4 216 1 11 11 -56.010000 -27.790000 112.000000 5.943533
1977 8 6 218 11 26 12 -7.080000 155.830000 83.000000 5.466311
1977 8 7 219 1 45 9 -12.370000 166.300000 36.000000 5.752304
1977 8 7 219 7 8 5 8.550000 -82.750000 33.000000 5.978639
1977 8 8 220 7 0 6 6.930000 -77.780000 33.000000 5.373557
